Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,PRE - ORDER DELIVERY (product.metafields.custom.pre_order_delivery),Pyramid Description (product.metafields.custom.pyramid_description),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Low stock threshold (product.metafields.sam.lowstockthreshold),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Incense type (product.metafields.shopify.incense-type),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Usage type (product.metafields.shopify.usage-type),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / KSA,Price / KSA,Compare At Price / KSA,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / NORTH AFRICA,Price / NORTH AFRICA,Compare At Price / NORTH AFRICA,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Status
khadlaj-ria-100-ml-eau-de-parfum-spray-for-women-fruity-sweet-fragrance-for-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Ria-2.jpg?v=1760188286,3,KHADLAJ RIA 100 ML EAU DE PARFUM SPRAY FOR WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khadlaj-ria-100-ml-eau-de-parfum-spray-for-women-fruity-sweet-fragrance-for-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Ria-4.jpg?v=1760188371,4,KHADLAJ RIA 100 ML EAU DE PARFUM SPRAY FOR WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
special-edition-shiyaaka-snow-100-ml-eau-de-parfum-for-men,SPECIAL EDITION SHIYAAKA SNOW 100 ML EAU DE PARFUM FOR MEN,"<p>Discover Shiyaaka Snow by Khadlaj Perfumes, a special edition fragrance that defines masculine freshness and elegance. The scent opens with vibrant Mandarin Orange, Citrus Notes, and Bergamot, followed by a spicy heart of Neroli, Nutmeg, and Pink Pepper. Finally, it settles into a warm and lasting base of Indonesian Vetiver Oil and Cardamom.</p>
<p>A refreshing, confident, and timeless scent crafted for men who stand out with effortless style.</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray",true,Size,100 ML,,,,,,,,'6291107979335,1000.0,shopify,deny,manual,100.00,150.00,true,true,,,,,'6291107979335,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Shiyaaka_Shadow-3_bef3b7fa-b2c9-4ec5-adcc-0b3f9ac42034.jpg?v=1783941783,1,SPECIAL EDITION SHIYAAKA SNOW 100 ML EAU DE PARFUM FOR MEN - Khadlaj Perfumes,false,KHADLAJ SHIYAAKA SNOW | SPECIAL EDITION Luxury Perfume For Men Online,"Shop Khadlaj Shiyaaka Shadow 100 ml Eau de Parfum - premium perfume for men eau de parfum with pink pepper, grapefruit & lavender fragrance.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Mandarin Orange, Citrus Notes, Bergamot</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Neroli, Nutmeg, Pink Pepper</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p> Indonesian Vetivar Oil, Cardamom</p>
</div>",,,,,,,,,,everyday; casual; special-occasion; formal,,,fresh; citrus; spicy; woody,spring; fall; winter,male,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
special-edition-shiyaaka-snow-100-ml-eau-de-parfum-for-men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/shiyaaka-snow.png?v=1781615422,2,SPECIAL EDITION SHIYAAKA SNOW 100 ML EAU DE PARFUM FOR MEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
special-edition-shiyaaka-snow-100-ml-eau-de-parfum-for-men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Shiyaaka_Shadow-2_6e5dfad3-1107-4934-9381-530aab4947df.jpg?v=1761113292,3,SPECIAL EDITION SHIYAAKA SNOW 100 ML EAU DE PARFUM FOR MEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
special-edition-shiyaaka-snow-100-ml-eau-de-parfum-for-men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Shiyaaka_Shadow-4_13f3f1d4-46c2-4070-949b-5d8f081fdb55.jpg?v=1761113342,4,SPECIAL EDITION SHIYAAKA SNOW 100 ML EAU DE PARFUM FOR MEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
special-edition-shiyaaka-snow-100-ml-eau-de-parfum-for-men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Shiyaaka_Snow-Infographics.jpg?v=1761113401,5,SPECIAL EDITION SHIYAAKA SNOW 100 ML EAU DE PARFUM FOR MEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khadlaj-nafais-magrib-100-ml-eau-de-parfum-for-men-women,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN,"<p>Experience the refreshing harmony of Nafais Magrib by Khadlaj Perfumes, a unisex fragrance that captures the essence of modern sophistication and timeless freshness.</p>
<p>The scent opens with vibrant Yuzu, Grapefruit, and Mandarin, creating an invigorating citrus burst. The heart reveals a delightful blend of Tropical Fruits and Galbanum, adding a lush, green sweetness. Finally, the fragrance settles into a smooth and airy base of Ozonic, Aldehydes, and Musk, leaving a clean, elegant trail that lingers beautifully.</p>
<p>Perfect for everyday wear, Nafais Magrib embodies freshness, energy, and understated luxury. A fragrance that truly shines from day to night.</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray, UNISEX, Women",true,Size,100 ML,,,,,,,,'6298043070010,1000.0,shopify,continue,manual,95.00,125.00,true,true,,,,,'6298043070010,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Nafais_Magrib-3.jpg?v=1783940515,1,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN - Khadlaj Perfumes,false,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN ,"Shop Khadlaj Nafais Sharq 100 ml Eau de Parfum - a premium perfume for women eau de parfum. Experience luminous florals, creamy fruits & deep musky warmth by Khadlaj.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Yuzu, Grapefruit, Mandarin</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Tropical Fruits, Galbanum</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Ozonic, Aldehydes, Musk</p>
</div>",,,,,,,,,,everyday; casual; special-occasion; formal,,,fruity; citrus; spicy; vanilla,spring; winter; fall,unisex,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
khadlaj-nafais-magrib-100-ml-eau-de-parfum-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/NafaisMagrib-1.jpg?v=1761115734,2,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khadlaj-nafais-magrib-100-ml-eau-de-parfum-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/KV-MAGRIB_revised_RESIZE_0360b6d6-6823-45f8-969c-6541e2f316ed.png?v=1771044919,3,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khadlaj-nafais-magrib-100-ml-eau-de-parfum-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Nafais_Magrib-Infographics.jpg?v=1771044919,4,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khadlaj-nafais-magrib-100-ml-eau-de-parfum-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/NafaisMagrib.jpg?v=1771044919,5,KHADLAJ NAFAIS MAGRIB 100 ML EAU DE PARFUM FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-galazaid-60-ml-master-perfumer-collection-edp-spray-for-men-women,OUD PURE OUD GALAZAID 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN,"<p>Created by our Founder &amp; Master Perfumer, Mr. Mohamed Iqbal Abdul Sattar, Oud Pure Oud Galazaid from Khadlaj’s Master Perfumer Collection invites you to immerse yourself in the richness of oriental luxury. Crafted for true connoisseurs of fine fragrance, this scent embodies depth, warmth, and timeless sophistication.</p>
<p>The fragrance opens with the delicate aroma of Indian Rose, unfolding into an exquisite heart of Shama Amber, Indian Sandalwood, and Dehn Al Oudh. It settles into a powerful Oud base, leaving a long-lasting and elegant trail that reflects pure opulence.</p>
<p>Perfect for special occasions or everyday luxury, Oud Pure Oud Galazaid is a celebration of the art of perfumery in its purest form.</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray, UNISEX, Women",true,Size,60 ML,,,,,,,,'6291107979588,1000.0,shopify,deny,manual,150.00,200.00,true,true,,,,,'6291107979588,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OudGalazaid-1.jpg?v=1761124773,1,OUD PURE OUD GALAZAID 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,false,,,479,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Indian Rose</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Shama Amber, Indian Sandalwood, Dehn Al Oudh</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Oud</p>
</div>",,,,,,,,,,everyday; formal; special-occasion,,,woody; oriental; amber,winter; fall; spring,unisex,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-pure-oud-galazaid-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Galazaid-3.jpg?v=1761124822,2,OUD PURE OUD GALAZAID 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-galazaid-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Galazaid-4.jpg?v=1761124960,3,OUD PURE OUD GALAZAID 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-galazaid-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Galazaid-Infographics.jpg?v=1761127964,4,OUD PURE OUD GALAZAID 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-galazaid-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Galazaid-2.jpg?v=1761124891,5,OUD PURE OUD GALAZAID 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women,OUD PURE OUD BARAKAT 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN,"<p>Immerse yourself in the luxurious depth of Oud Pure Oud Barakat by Khadlaj Perfumes, an exquisite creation from the Master Perfumer Collection, created by our Founder &amp; Master Perfumer, Mr. Mohamed Iqbal Abdul Sattar. Crafted for those who appreciate the richness of oriental elegance, this fragrance is a tribute to timeless sophistication and pure opulence.</p>
<p>The scent opens with earthy Vetiver, warm Saffron, and aromatic Nagarmotha, setting a bold and captivating tone. The heart reveals a sensual blend of Saffron and Musk, adding depth and allure. Finally, the fragrance settles into a powerful base of Dehn Al Oudh, leaving a long-lasting, regal trail.</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray, UNISEX, Women",true,Size,60 ML,,,,,,,,'6291107979564,1000.0,shopify,deny,manual,150.00,200.00,true,true,,,,,'6291107979564,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Barakat-3.jpg?v=1783940266,1,OUD PURE OUD BARAKAT 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,false,,,479,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Vetivar, Saffron, Nagarmotha</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Saffron, Musk</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Dehn Al Oudh</p>
</div>",,,,,,,,,,everyday; formal; special-occasion,,,saffron; woody; oriental; musk,winter; fall; spring,unisex,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OudBarakat-1.jpg?v=1761128736,2,OUD PURE OUD BARAKAT 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Barakat-4.jpg?v=1761128935,3,OUD PURE OUD BARAKAT 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Barakat-Infographics.jpg?v=1761128957,4,OUD PURE OUD BARAKAT 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Barakat-2.jpg?v=1761130065,5,OUD PURE OUD BARAKAT 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women-copy,OUD PURE OUD JUMEIRAH 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN,"<p>Created by our Founder &amp; Master Perfumer, Mr. Mohamed Iqbal Abdul Sattar, Oud Pure Oud Jumeirah from the Master Perfumer Collection invites you to immerse yourself in true luxury. This sophisticated unisex fragrance captures the essence of Arabian elegance blended seamlessly with modern refinement.</p>
<p>The fragrance opens with the rich depth of Agarwood (Oud) paired with the warm spice of Saffron, setting an opulent and commanding tone. At its heart, a graceful fusion of Bulgarian Rose, Turkish Rose, and Vanilla unfolds, revealing floral warmth balanced by creamy sweetness.</p>
<p>As it evolves, the scent lingers into a sensual base of Pink Pepper, Indian Oud, and Amber, adding depth and character. Finally, the fragrance settles into a powerful base of Dehn Al Oudh, leaving a long-lasting, regal trail that is both bold and unforgettable.</p>
<p>Perfect for evening wear and special occasions, Oud Pure Oud Jumeirah is a true statement of class—crafted for those who appreciate the art of fine perfumery.</p>",Khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray, UNISEX, Women",true,Size,60 ML,,,,,,,,'6291107979595,1000.0,shopify,deny,manual,150.00,200.00,true,true,,,,,'6291107979595,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Jumeirah-3.jpg?v=1783940923,1,OUD PURE OUD JUMEIRAH 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,false,,,479,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Agarwood, Saffron </p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Bulgarian Rose, Turkish Rose, Vanilla</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Pink Pepper, Indian Oud, Amber</p>
</div>",,,,,,,,,,everyday; formal; special-occasion,,,saffron; rose; musk; amber; oriental,winter; fall; spring,unisex,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OudJumeirah-1.jpg?v=1761130599,2,OUD PURE OUD JUMEIRAH 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Jumeirah-4.jpg?v=1761130844,3,OUD PURE OUD JUMEIRAH 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Jumeirah-Infographics.jpg?v=1761130859,4,OUD PURE OUD JUMEIRAH 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-pure-oud-barakat-60-ml-master-perfumer-collection-edp-spray-for-men-women-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Oud_Jumeirah-2.jpg?v=1761130750,5,OUD PURE OUD JUMEIRAH 60 ML MASTER PERFUMER COLLECTION EDP SPRAY FOR MEN & WOMEN - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frash-sara-air-freshener-320ml-for-home-office-and-car,FRASH SARA AIR FRESHENER 320ML,"<p>Experience a refreshing burst of luxury with Frash Sara Air Freshener from the house of Khadlaj Perfumes. This 320 ML air freshener beautifully blends sophistication and serenity, transforming any space into an oasis of fragrance.</p>
<p>The scent opens with bright notes of Bergamot, Jasmine, and Berries, leading into a romantic heart of Rose and Geranium. The fragrance settles into a warm base of Musk and Amber, leaving behind a lingering aura of freshness and elegance.</p>
<p>Perfect for your home, car, or office, Frash Sara elevates every moment with its long-lasting, exquisite scent.</p>",Khadlaj Perfumes,Home & Garden > Decor > Home Fragrances > Air Fresheners,AIR FRESHENER,AIR FRESHNER,true,Size,320 ML,,,,,,,,'6298043070133,500.0,shopify,deny,manual,38.00,,true,true,,,,,'6298043070133,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Sara-1.jpg?v=1761544374,1,FRASH SARA AIR FRESHENER 320ML - Khadlaj Perfumes,false,"FRASH SARA AIR FRESHENER 320ML | Air Fresheners For Home, Office & Car",,,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Bergamoit, Jasmine, Berries</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Rose, Geranium</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Musk, Amber</p>
</div>",,,,,pink; geometric,,,,,,,,fruity; rose; musk; amber,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
frash-sara-air-freshener-320ml-for-home-office-and-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Sara-3.jpg?v=1761544428,2,FRASH SARA AIR FRESHENER 320ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frash-sara-air-freshener-320ml-for-home-office-and-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Sara-2.jpg?v=1761544487,3,FRASH SARA AIR FRESHENER 320ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frash-sara-air-freshener-320ml-for-home-office-and-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Sara-4.jpg?v=1761544540,4,FRASH SARA AIR FRESHENER 320ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frash-sara-air-freshener-320ml-for-home-office-and-car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/Sara_Infographics.jpg?v=1761544553,5,FRASH SARA AIR FRESHENER 320ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
