Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,PRE - ORDER DELIVERY (product.metafields.custom.pre_order_delivery),Pyramid Description (product.metafields.custom.pyramid_description),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Low stock threshold (product.metafields.sam.lowstockthreshold),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Incense type (product.metafields.shopify.incense-type),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Usage type (product.metafields.shopify.usage-type),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / KSA,Price / KSA,Compare At Price / KSA,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / NORTH AFRICA,Price / NORTH AFRICA,Compare At Price / NORTH AFRICA,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Status
haneen-rose-gold-20-ml,HANEEN ROSE GOLD 20 ML,"<span>Haneen Rose Gold Perfume Oil - a non-alcoholic concentrated perfume oil specially formulated to be safe for both your skin and hair. Immerse yourself in the captivating blend of notes that make this fragrance truly enchanting. Experience the delightful top notes of bergamot and Pear, followed by the alluring middle notes of Rose, Jasmine, and Amber. As the fragrance settles, indulge in the enticing base notes of Musk, Moss, Cashmere, and Vanilla. This exquisite combination creates a harmonious symphony of scents that will leave you feeling luxurious and confident.</span>",khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,CPO,,true,Size,20 ML,,,,,,,,'6291107975801,300.0,shopify,deny,manual,50.00,,true,true,,,,,'6291107975801,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/HANEEN_ROSE_GOLD_20_ML_-_Khadlaj_Perfumes-1964702.jpg?v=1722409746,1,HANEEN ROSE GOLD 20 ML - Khadlaj Perfumes,false,"Rose, Musk, Sweet Fragrance | Premium Perfume Oil For Women Online","Haneen Rose Gold 20ml perfume oil, a floral oriental blend with hints of rose and musk. Alcohol-free, long-lasting fragrance. Buy online Dubai UAE.",,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Bergamot, Pear </p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Rose, Jasmin, Amber</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Musk, Moss, Cashmere, Vanilla</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
haneen-rose-gold-20-ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/HANEEN_ROSE_GOLD_20_ML_-_Khadlaj_Perfumes-1964707.jpg?v=1722409751,2,HANEEN ROSE GOLD 20 ML - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mystical-indian-oud-pure-60-ml-edp-spray,MYSTICAL INDIAN OUD PURE 60 ML EDP SPRAY,"<p>Created by our Founder &amp; Master Perfumer, Mr. Mohamed Iqbal Abdul Sattar, Mystical Indian Oud Pure EDP Spray invites you to immerse yourself in the captivating world of luxury fragrance.</p>
<p>This exceptional creation from Khadlaj’s premium niche collection showcases the exquisite essence of pure Indian oudh, sourced exclusively from the revered regions of Assam and Manipur. With an extraordinary 80% oudh concentration, this fragrance delivers a deep, rich, and long-lasting olfactory experience that embodies true refinement and opulence.</p>
<p>Indulge in the ultimate expression of craftsmanship, heritage, and luxury with this remarkable oud creation.</p>
<p> </p>",khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,PERFUME SPRAY,"Deals, Men, Perfume Spray, UNISEX, Women",true,Size,60 ML,,,,,,,,'6291107974613,1000.0,shopify,deny,manual,200.00,,true,true,,,,,'6291107974613,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/MYSTICAL_INDIAN-1.jpg?v=1762347051,1,MYSTICAL INDIAN OUD PURE 60 ML EDP SPRAY - Khadlaj Perfumes,false,Mystical Indian Oud Perfume | EDP Perfume in UAE | Khadlaj Perfumes,"Shop Mystical Indian Oud Perfume from Khadlaj Perfumes – a premium EDP perfume in UAE with deep oud notes. Perfect for those who appreciate rich, elegant scents.",479,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Oudh from Assam and Manipur </p>
</div>",,,,,,,,,,,,,,,unisex,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
mystical-indian-oud-pure-60-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/MYSTICAL_INDIAN-3.jpg?v=1762347159,2,MYSTICAL INDIAN OUD PURE 60 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mystical-indian-oud-pure-60-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/MYSTICAL_INDIAN-2.jpg?v=1762347212,3,MYSTICAL INDIAN OUD PURE 60 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-fede-bella-reev-dolce-flore-100-ml-edp-spray,LA FEDE BELLA REVE DOLCE FLORE 100 ML EDP SPRAY,"<p><span><br></span></p>
<p>Top notes: Raspberry, Rose<br>Middle notes: Blackcurrant bud, Pink pepper, Peony, Jasmine<br>Base notes: Vanilla, Musk, Cedarwood</p>",khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,PERFUME SPRAY,Perfume Spray,true,Size,100 ML,,,,,,,,'6291107975788,1000.0,shopify,deny,manual,45.00,,true,true,,,,,'6291107975788,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_BELLA_REVE_DOLCE_FLORE_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1964984.jpg?v=1722410248,1,LA FEDE BELLA REVE DOLCE FLORE 100 ML EDP SPRAY - Khadlaj Perfumes,false,,,,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Raspberry, Rose</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Blackcurrant bud, Pink pepper, Peony, Jasmine</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Vanilla, Musk, Cedarwood</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
la-fede-bella-reev-dolce-flore-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_BELLA_REVE_DOLCE_FLORE_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1964987.jpg?v=1722410253,2,LA FEDE BELLA REVE DOLCE FLORE 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la-fede-belle-reve-segrato-viola-100-ml-edp-spray,LA FEDE BELLE REVE SEGRATO VIOLA 100 ML EDP SPRAY,"<p> </p>
<p>Top notes: Violet leaves<br>Middle notes: Jasmine, Lily of the valley, Rose<br>Base notes: Ambroxan, Pachouli, Oakmoss</p>",khadlaj-perfumes,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,PERFUME SPRAY,Perfume Spray,true,Size,100 ML,,,,,,,,'6291107975771,1000.0,shopify,deny,manual,45.00,,true,true,,,,,'6291107975771,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_BELLE_REVE_SEGRATO_VIOLA_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1964990.jpg?v=1722410259,1,LA FEDE BELLE REVE SEGRATO VIOLA 100 ML EDP SPRAY - Khadlaj Perfumes,false,,,,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Violet leaves</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Jasmine, Lily of the valley, Rose</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>Ambroxan, Pachouli, Oakmoss</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
la-fede-belle-reve-segrato-viola-100-ml-edp-spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/LA_FEDE_BELLE_REVE_SEGRATO_VIOLA_100_ML_EDP_SPRAY_-_Khadlaj_Perfumes-1964993.jpg?v=1722410264,2,LA FEDE BELLE REVE SEGRATO VIOLA 100 ML EDP SPRAY - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud-muattar-oud-al-saada-40-g,OUD MUATTAR OUD AL SAADA 40 G,"<p> </p>
<p><span>Top Notes: Lime, Lavender, Basil, Bergamot</span><br><span>Middle Notes: Jasmine, Lily of the valley, Rose</span><br><span>Base Notes: White musk, Patchouli, Vanilla</span></p>",khadlaj-perfumes,Home & Garden > Decor > Home Fragrances,OUD MUATTAR,"OUD MUATTAR, UNISEX",true,Size,40 G,,,,,,,,'6291107979995,250.0,shopify,deny,manual,35.00,,true,true,,,,,'6291107979995,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_OUD_AL_SAADA_40_G_-_Khadlaj_Perfumes-1965708.jpg?v=1722411675,1,OUD MUATTAR OUD AL SAADA 40 G - Khadlaj Perfumes,false,Oud Muattar Amber Aroma - Luxury Home Ambiance Oil,Amber oud Muattar aroma for a luxury home ambiance. Crafted for long-lasting elegance and refinement.,592,,,,,,,,,,,,"<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Top Notes</h6>
<p>Lime, Lavender, Basil, Bergamot</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Middle Notes</h6>
<p>Jasmine, Lily of the valley, Rose</p>
</div>
<div class=""pyramid-section_lists""><h6 style=""font-weight:600;"">Base Notes</h6>
<p>White musk, Patchouli, Vanilla</p>
</div>",,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
oud-muattar-oud-al-saada-40-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/6119/8023/files/OUD_MUATTAR_OUD_AL_SAADA_40_G_-_Khadlaj_Perfumes-1965711.jpg?v=1722411681,2,OUD MUATTAR OUD AL SAADA 40 G - Khadlaj Perfumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
